"date","geography","geography code","Rural Urban","Household Deprivation: All categories: Classification of household deprivation; measures: Value","Household Deprivation: Household is not deprived in any dimension; measures: Value","Household Deprivation: Household is deprived in 1 dimension; measures: Value","Household Deprivation: Household is deprived in 2 dimensions; measures: Value","Household Deprivation: Household is deprived in 3 dimensions; measures: Value","Household Deprivation: Household is deprived in 4 dimensions; measures: Value"
"2011","E00004221","E00004221","Total",111,61,35,14,1,0
"2011","E00004222","E00004222","Total",109,44,30,25,9,1
"2011","E00004226","E00004226","Total",119,71,34,12,2,0
"2011","E00004206","E00004206","Total",127,28,45,38,15,1
"2011","E00004208","E00004208","Total",125,21,41,50,10,3
"2011","E00004209","E00004209","Total",113,38,40,19,14,2
"2011","E00004213","E00004213","Total",167,36,61,48,20,2
"2011","E00004214","E00004214","Total",243,59,104,53,24,3
"2011","E00004216","E00004216","Total",146,86,45,14,1,0
"2011","E00004217","E00004217","Total",141,56,58,17,8,2
"2011","E00004224","E00004224","Total",147,69,65,12,1,0
"2011","E00004228","E00004228","Total",107,45,48,12,1,1
"2011","E00004231","E00004231","Total",142,89,35,15,2,1
"2011","E00004233","E00004233","Total",124,50,44,17,11,2
"2011","E00004201","E00004201","Total",144,86,49,8,1,0
"2011","E00004202","E00004202","Total",160,5,33,75,40,7
"2011","E00004227","E00004227","Total",145,63,49,21,11,1
"2011","E00004232","E00004232","Total",132,37,41,33,21,0
"2011","E00004239","E00004239","Total",111,41,38,17,13,2
"2011","E00004242","E00004242","Total",105,30,60,13,2,0
"2011","E00004204","E00004204","Total",149,79,59,10,1,0
"2011","E00004229","E00004229","Total",174,89,59,11,12,3
"2011","E00004234","E00004234","Total",124,74,41,5,3,1
"2011","E00004238","E00004238","Total",126,66,37,20,3,0
"2011","E00004241","E00004241","Total",133,82,40,8,3,0
"2011","E00004243","E00004243","Total",110,68,34,8,0,0
"2011","E00004207","E00004207","Total",128,28,42,28,26,4
"2011","E00004210","E00004210","Total",126,20,43,39,21,3
"2011","E00004211","E00004211","Total",124,43,50,23,7,1
"2011","E00004212","E00004212","Total",134,60,48,16,9,1
"2011","E00004223","E00004223","Total",116,29,38,19,29,1
"2011","E00004219","E00004219","Total",190,56,93,26,12,3
"2011","E00004230","E00004230","Total",130,49,38,33,10,0
"2011","E00004236","E00004236","Total",150,40,54,39,15,2
"2011","E00004237","E00004237","Total",123,33,54,25,11,0
"2011","E00004240","E00004240","Total",136,37,48,42,8,1
"2011","E00004732","E00004732","Total",124,15,35,50,19,5
"2011","E00004733","E00004733","Total",131,57,40,22,9,3
"2011","E00004735","E00004735","Total",136,26,48,34,21,7
"2011","E00004736","E00004736","Total",130,38,49,22,18,3
"2011","E00004738","E00004738","Total",113,79,22,9,2,1
"2011","E00004739","E00004739","Total",131,82,34,9,5,1
"2011","E00004740","E00004740","Total",99,21,34,28,13,3
"2011","E00004741","E00004741","Total",132,37,40,34,19,2
"2011","E00004742","E00004742","Total",185,55,61,54,13,2
"2011","E00004750","E00004750","Total",144,46,62,26,10,0
"2011","E00174649","E00174649","Total",108,42,43,17,6,0
"2011","E00174666","E00174666","Total",80,44,26,7,3,0
"2011","E00174667","E00174667","Total",87,29,38,15,5,0
"2011","E00004743","E00004743","Total",136,31,52,30,17,6
"2011","E00004745","E00004745","Total",127,17,37,37,27,9
"2011","E00004746","E00004746","Total",152,30,50,42,25,5
"2011","E00004747","E00004747","Total",132,20,57,41,13,1
"2011","E00004748","E00004748","Total",151,25,63,44,14,5
"2011","E00004606","E00004606","Total",169,47,77,31,12,2
"2011","E00004608","E00004608","Total",133,42,41,35,9,6
"2011","E00004637","E00004637","Total",121,25,41,27,19,9
"2011","E00004642","E00004642","Total",130,25,40,41,22,2
"2011","E00004644","E00004644","Total",132,32,54,33,11,2
"2011","E00004607","E00004607","Total",132,19,32,53,25,3
"2011","E00004609","E00004609","Total",221,41,92,61,20,7
"2011","E00004610","E00004610","Total",123,40,40,23,14,6
"2011","E00004611","E00004611","Total",157,3,34,65,45,10
"2011","E00004640","E00004640","Total",146,54,46,31,11,4
"2011","E00004643","E00004643","Total",186,52,67,43,19,5
"2011","E00004645","E00004645","Total",111,33,48,24,4,2
"2011","E00004623","E00004623","Total",151,57,42,32,14,6
"2011","E00004624","E00004624","Total",120,64,36,15,5,0
"2011","E00004629","E00004629","Total",117,40,53,19,4,1
"2011","E00004631","E00004631","Total",130,45,42,33,9,1
"2011","E00004634","E00004634","Total",145,69,38,30,6,2
"2011","E00004638","E00004638","Total",158,53,63,29,10,3
"2011","E00004625","E00004625","Total",172,45,64,38,21,4
"2011","E00004626","E00004626","Total",235,46,97,71,19,2
"2011","E00004627","E00004627","Total",98,15,34,34,13,2
"2011","E00004633","E00004633","Total",102,17,29,30,19,7
"2011","E00004641","E00004641","Total",125,23,55,29,17,1
"2011","E00004628","E00004628","Total",91,18,34,25,11,3
"2011","E00004630","E00004630","Total",104,49,36,18,1,0
"2011","E00004632","E00004632","Total",95,14,35,25,17,4
"2011","E00004635","E00004635","Total",125,24,42,41,16,2
"2011","E00004636","E00004636","Total",113,28,40,31,14,0
"2011","E00004639","E00004639","Total",96,25,37,21,11,2
"2011","E00004203","E00004203","Total",164,75,68,16,5,0
"2011","E00004205","E00004205","Total",145,72,59,12,2,0
"2011","E00004225","E00004225","Total",195,40,109,35,10,1
"2011","E00004235","E00004235","Total",163,55,71,30,7,0
"2011","E00004681","E00004681","Total",133,57,58,12,5,1
"2011","E00004687","E00004687","Total",116,72,33,11,0,0
"2011","E00004690","E00004690","Total",109,41,37,21,7,3
"2011","E00004699","E00004699","Total",69,12,16,22,15,4
"2011","E00004701","E00004701","Total",147,22,78,33,9,5
"2011","E00004714","E00004714","Total",141,70,45,20,6,0
"2011","E00004704","E00004704","Total",162,33,64,42,14,9
"2011","E00004706","E00004706","Total",198,42,77,50,21,8
"2011","E00004707","E00004707","Total",228,54,104,49,16,5
"2011","E00004709","E00004709","Total",152,53,51,30,15,3
"2011","E00004710","E00004710","Total",131,28,49,39,12,3
"2011","E00004702","E00004702","Total",125,21,45,40,15,4
"2011","E00004703","E00004703","Total",143,46,48,36,11,2
"2011","E00004705","E00004705","Total",161,72,64,21,4,0
"2011","E00004708","E00004708","Total",118,40,45,21,7,5
"2011","E00004711","E00004711","Total",142,45,55,31,10,1
"2011","E00004712","E00004712","Total",157,86,48,21,2,0
"2011","E00004749","E00004749","Total",178,25,63,49,34,7
"2011","E00004752","E00004752","Total",127,40,36,33,18,0
"2011","E00004753","E00004753","Total",125,22,42,41,15,5
"2011","E00004754","E00004754","Total",134,43,53,27,11,0
"2011","E00004755","E00004755","Total",111,19,36,33,17,6
"2011","E00004723","E00004723","Total",114,21,42,28,16,7
"2011","E00004734","E00004734","Total",109,11,41,36,19,2
"2011","E00004744","E00004744","Total",126,34,37,42,12,1
"2011","E00004751","E00004751","Total",147,29,45,46,22,5
"2011","E00004763","E00004763","Total",110,26,39,29,14,2
"2011","E00004765","E00004765","Total",102,17,43,24,16,2
"2011","E00004725","E00004725","Total",126,18,45,46,14,3
"2011","E00004756","E00004756","Total",112,27,30,40,13,2
"2011","E00004757","E00004757","Total",116,18,45,39,13,1
"2011","E00004758","E00004758","Total",80,13,29,23,12,3
"2011","E00004759","E00004759","Total",104,17,40,30,16,1
"2011","E00004760","E00004760","Total",104,15,37,35,12,5
"2011","E00004726","E00004726","Total",117,24,40,32,16,5
"2011","E00004729","E00004729","Total",101,17,32,36,15,1
"2011","E00004730","E00004730","Total",77,24,28,18,7,0
"2011","E00004761","E00004761","Total",136,25,56,36,18,1
"2011","E00004762","E00004762","Total",133,28,39,29,28,9
"2011","E00004764","E00004764","Total",93,26,35,16,13,3
"2011","E00004724","E00004724","Total",126,27,53,30,15,1
"2011","E00004727","E00004727","Total",125,20,58,29,16,2
"2011","E00004728","E00004728","Total",199,38,71,55,33,2
"2011","E00004731","E00004731","Total",158,44,69,35,6,4
"2011","E00004691","E00004691","Total",151,56,59,24,9,3
"2011","E00004692","E00004692","Total",141,30,69,21,15,6
"2011","E00004693","E00004693","Total",138,40,51,25,18,4
"2011","E00004696","E00004696","Total",126,22,43,41,20,0
"2011","E00004700","E00004700","Total",111,19,36,41,12,3
"2011","E00004694","E00004694","Total",108,28,49,22,7,2
"2011","E00004695","E00004695","Total",179,46,82,41,9,1
"2011","E00004697","E00004697","Total",135,40,48,29,16,2
"2011","E00174654","E00174654","Total",98,31,37,18,9,3
"2011","E00174680","E00174680","Total",91,20,39,20,11,1
"2011","E00004684","E00004684","Total",132,48,49,24,10,1
"2011","E00004713","E00004713","Total",93,32,35,22,4,0
"2011","E00004715","E00004715","Total",145,32,66,34,9,4
"2011","E00004717","E00004717","Total",72,28,23,16,5,0
"2011","E00004719","E00004719","Total",179,39,57,57,19,7
"2011","E00004720","E00004720","Total",118,51,33,28,6,0
"2011","E00004682","E00004682","Total",64,5,21,25,9,4
"2011","E00004716","E00004716","Total",127,22,49,35,17,4
"2011","E00004718","E00004718","Total",119,20,35,32,22,10
"2011","E00004721","E00004721","Total",133,21,54,29,20,9
"2011","E00004722","E00004722","Total",107,16,29,41,19,2
"2011","E00004683","E00004683","Total",68,8,23,28,8,1
"2011","E00004685","E00004685","Total",122,20,45,44,12,1
"2011","E00004686","E00004686","Total",123,27,46,33,16,1
"2011","E00004688","E00004688","Total",174,22,59,56,32,5
"2011","E00004689","E00004689","Total",116,18,46,37,14,1
"2011","E00004651","E00004651","Total",106,11,60,30,5,0
"2011","E00004655","E00004655","Total",125,50,42,20,12,1
"2011","E00004671","E00004671","Total",170,36,64,43,22,5
"2011","E00174660","E00174660","Total",51,15,21,11,3,1
"2011","E00174661","E00174661","Total",84,21,28,22,11,2
"2011","E00004647","E00004647","Total",168,34,74,41,12,7
"2011","E00004659","E00004659","Total",165,26,96,32,11,0
"2011","E00004660","E00004660","Total",128,34,50,34,8,2
"2011","E00004661","E00004661","Total",129,32,46,30,15,6
"2011","E00004664","E00004664","Total",147,45,57,31,9,5
"2011","E00004658","E00004658","Total",114,28,41,31,13,1
"2011","E00004663","E00004663","Total",118,21,47,26,18,6
"2011","E00004669","E00004669","Total",105,21,40,31,11,2
"2011","E00004670","E00004670","Total",109,31,34,34,10,0
"2011","E00004656","E00004656","Total",233,40,133,44,13,3
"2011","E00004668","E00004668","Total",84,21,30,24,8,1
"2011","E00004675","E00004675","Total",105,19,26,42,18,0
"2011","E00004677","E00004677","Total",112,40,39,22,11,0
"2011","E00004175","E00004175","Total",128,31,51,32,13,1
"2011","E00004179","E00004179","Total",190,35,63,61,29,2
"2011","E00004180","E00004180","Total",128,37,69,17,5,0
"2011","E00004181","E00004181","Total",212,31,79,68,34,0
"2011","E00004182","E00004182","Total",76,31,25,16,4,0
"2011","E00004183","E00004183","Total",106,28,38,23,15,2
"2011","E00004653","E00004653","Total",113,35,56,18,4,0
"2011","E00004654","E00004654","Total",100,10,73,13,2,2
"2011","E00004678","E00004678","Total",127,34,36,33,21,3
"2011","E00174665","E00174665","Total",113,24,64,20,4,1
"2011","E00174679","E00174679","Total",49,4,35,9,0,1
"2011","E00004646","E00004646","Total",110,31,48,21,10,0
"2011","E00004665","E00004665","Total",117,17,40,30,26,4
"2011","E00004673","E00004673","Total",126,28,41,27,23,7
"2011","E00004674","E00004674","Total",102,17,31,34,16,4
"2011","E00004679","E00004679","Total",102,21,26,33,19,3
"2011","E00004662","E00004662","Total",144,36,63,30,14,1
"2011","E00004666","E00004666","Total",178,42,76,38,22,0
"2011","E00004667","E00004667","Total",126,60,54,10,2,0
"2011","E00004672","E00004672","Total",120,48,46,24,2,0
"2011","E00004676","E00004676","Total",118,56,40,21,1,0
"2011","E00004649","E00004649","Total",129,37,60,26,5,1
"2011","E00004650","E00004650","Total",208,36,127,34,10,1
"2011","E00004652","E00004652","Total",133,34,59,27,12,1
"2011","E00004680","E00004680","Total",126,54,52,16,4,0
"2011","E00004172","E00004172","Total",148,51,54,28,13,2
"2011","E00004193","E00004193","Total",119,51,51,15,2,0
"2011","E00004195","E00004195","Total",133,59,54,15,4,1
"2011","E00004196","E00004196","Total",101,51,32,12,3,3
"2011","E00004199","E00004199","Total",163,48,80,24,9,2
"2011","E00004187","E00004187","Total",226,77,89,39,18,3
"2011","E00004194","E00004194","Total",144,52,68,16,7,1
"2011","E00004198","E00004198","Total",182,59,90,19,10,4
"2011","E00004200","E00004200","Total",136,40,67,21,6,2
"2011","E00174650","E00174650","Total",92,37,44,7,3,1
"2011","E00174651","E00174651","Total",81,25,37,14,4,1
"2011","E00004173","E00004173","Total",127,35,68,22,2,0
"2011","E00004177","E00004177","Total",74,11,52,11,0,0
"2011","E00004184","E00004184","Total",112,31,37,34,8,2
"2011","E00174655","E00174655","Total",160,81,64,13,2,0
"2011","E00174676","E00174676","Total",152,19,117,15,1,0
"2011","E00004174","E00004174","Total",131,15,61,34,21,0
"2011","E00004185","E00004185","Total",171,50,65,35,13,8
"2011","E00004188","E00004188","Total",109,38,45,21,4,1
"2011","E00004189","E00004189","Total",118,44,63,8,3,0
"2011","E00174652","E00174652","Total",84,31,33,8,6,6
"2011","E00174653","E00174653","Total",105,36,31,26,12,0
"2011","E00004544","E00004544","Total",98,30,34,22,12,0
"2011","E00004548","E00004548","Total",138,48,60,19,6,5
"2011","E00004550","E00004550","Total",146,34,54,36,20,2
"2011","E00004552","E00004552","Total",126,27,47,38,10,4
"2011","E00004555","E00004555","Total",127,39,41,33,13,1
"2011","E00004534","E00004534","Total",114,27,40,24,21,2
"2011","E00004536","E00004536","Total",138,46,71,19,2,0
"2011","E00004539","E00004539","Total",79,25,32,16,6,0
"2011","E00004542","E00004542","Total",178,47,61,49,15,6
"2011","E00004547","E00004547","Total",164,37,72,44,10,1
"2011","E00004551","E00004551","Total",208,99,79,18,12,0
"2011","E00004520","E00004520","Total",140,35,50,33,20,2
"2011","E00004538","E00004538","Total",103,31,48,13,9,2
"2011","E00004541","E00004541","Total",113,18,41,36,11,7
"2011","E00004545","E00004545","Total",199,44,66,53,29,7
"2011","E00004549","E00004549","Total",124,26,38,39,20,1
"2011","E00004553","E00004553","Total",113,35,36,31,9,2
"2011","E00004557","E00004557","Total",121,19,44,35,18,5
"2011","E00004531","E00004531","Total",119,31,52,22,11,3
"2011","E00004532","E00004532","Total",168,76,70,14,7,1
"2011","E00004537","E00004537","Total",85,34,33,11,5,2
"2011","E00004540","E00004540","Total",156,25,53,49,24,5
"2011","E00004543","E00004543","Total",126,50,51,20,4,1
"2011","E00174671","E00174671","Total",87,44,30,12,1,0
"2011","E00174674","E00174674","Total",88,33,44,8,3,0
"2011","E00174675","E00174675","Total",117,50,43,14,10,0
"2011","E00004169","E00004169","Total",149,75,46,20,8,0
"2011","E00004190","E00004190","Total",384,22,270,68,23,1
"2011","E00004197","E00004197","Total",116,66,36,11,3,0
"2011","E00174659","E00174659","Total",161,60,52,37,10,2
"2011","E00174662","E00174662","Total",90,9,69,12,0,0
"2011","E00174663","E00174663","Total",111,27,71,12,0,1
"2011","E00174664","E00174664","Total",100,19,71,9,1,0
"2011","E00004521","E00004521","Total",127,69,41,12,5,0
"2011","E00004524","E00004524","Total",216,105,88,20,3,0
"2011","E00004535","E00004535","Total",124,52,57,11,3,1
"2011","E00004546","E00004546","Total",143,45,41,37,16,4
"2011","E00004554","E00004554","Total",217,99,88,24,6,0
"2011","E00004556","E00004556","Total",143,34,56,32,18,3
"2011","E00004525","E00004525","Total",119,38,40,26,12,3
"2011","E00004527","E00004527","Total",102,30,39,22,11,0
"2011","E00004528","E00004528","Total",170,45,69,34,20,2
"2011","E00004558","E00004558","Total",142,69,59,9,3,2
"2011","E00004559","E00004559","Total",153,63,64,19,6,1
"2011","E00004560","E00004560","Total",121,43,33,33,12,0
"2011","E00004561","E00004561","Total",128,30,61,27,8,2
"2011","E00004522","E00004522","Total",117,45,54,14,3,1
"2011","E00004523","E00004523","Total",244,88,104,40,11,1
"2011","E00004526","E00004526","Total",125,32,45,37,9,2
"2011","E00004529","E00004529","Total",207,80,80,41,6,0
"2011","E00004530","E00004530","Total",141,40,59,33,9,0
"2011","E00000001","E00000001","Total",99,68,26,3,1,1
"2011","E00000003","E00000003","Total",112,78,28,3,3,0
"2011","E00000005","E00000005","Total",217,130,76,9,2,0
"2011","E00000007","E00000007","Total",83,48,30,5,0,0
"2011","E00166756","E00166756","Total",158,40,86,28,4,0
"2011","E00166758","E00166758","Total",207,124,68,13,2,0
"2011","E00000016","E00000016","Total",182,89,76,16,0,1
"2011","E00000017","E00000017","Total",142,95,43,4,0,0
"2011","E00000018","E00000018","Total",122,80,38,4,0,0
"2011","E00000019","E00000019","Total",85,53,30,2,0,0
"2011","E00000020","E00000020","Total",126,66,50,9,1,0
"2011","E00000021","E00000021","Total",173,107,51,12,3,0
"2011","E00000010","E00000010","Total",78,16,36,16,9,1
"2011","E00000012","E00000012","Total",137,42,53,33,7,2
"2011","E00000013","E00000013","Total",96,35,44,15,2,0
"2011","E00000014","E00000014","Total",132,12,65,38,14,3
"2011","E00000022","E00000022","Total",110,46,38,15,11,0
"2011","E00000023","E00000023","Total",90,29,30,26,4,1
"2011","E00166759","E00166759","Total",174,55,93,26,0,0
"2011","E00000029","E00000029","Total",127,33,56,23,11,4
"2011","E00000030","E00000030","Total",124,33,47,28,14,2
"2011","E00000031","E00000031","Total",77,19,31,22,5,0
"2011","E00000032","E00000032","Total",139,22,53,40,21,3
"2011","E00000024","E00000024","Total",147,73,59,15,0,0
"2011","E00000035","E00000035","Total",150,70,74,6,0,0
"2011","E00166755","E00166755","Total",141,71,57,11,1,1
"2011","E00166757","E00166757","Total",238,130,86,21,1,0
"2011","E00000025","E00000025","Total",219,124,76,16,3,0
"2011","E00000026","E00000026","Total",163,81,71,11,0,0
"2011","E00000027","E00000027","Total",227,71,138,16,2,0
"2011","E00000028","E00000028","Total",110,33,63,13,1,0
"2011","E00009023","E00009023","Total",104,11,41,34,17,1
"2011","E00009027","E00009027","Total",152,54,56,33,9,0
"2011","E00009033","E00009033","Total",164,47,66,33,15,3
"2011","E00009042","E00009042","Total",138,41,60,32,5,0
"2011","E00009012","E00009012","Total",124,22,38,47,15,2
"2011","E00009022","E00009022","Total",177,48,69,47,11,2
"2011","E00009030","E00009030","Total",155,45,62,35,10,3
"2011","E00009036","E00009036","Total",154,41,52,48,13,0
"2011","E00009034","E00009034","Total",111,29,45,28,8,1
"2011","E00009035","E00009035","Total",124,37,46,29,12,0
"2011","E00009039","E00009039","Total",101,37,31,25,6,2
